Number of coefficients: 441
L: 0 M: 0 C: 1.3031053543
L: 1 M: -1 C: -0.0702153519
L: 1 M: 0 C: 0.0107581997
L: 1 M: 1 C: -0.0038264920
L: 2 M: -2 C: -0.0878729969
L: 2 M: -1 C: -0.0729076192
L: 2 M: 0 C: 0.0758454576
L: 2 M: 1 C: 0.0462000482
L: 2 M: 2 C: 0.2566236556
L: 3 M: -3 C: 0.0034900911
L: 3 M: -2 C: -0.0193912517
L: 3 M: -1 C: -0.0100769941
L: 3 M: 0 C: 0.0021309794
L: 3 M: 1 C: -0.0271715131
L: 3 M: 2 C: -0.0413784906
L: 3 M: 3 C: 0.0068230550
L: 4 M: -4 C: -0.0283085406
L: 4 M: -3 C: 0.0075504547
L: 4 M: -2 C: 0.0003653139
L: 4 M: -1 C: -0.0115087489
L: 4 M: 0 C: 0.0238236450
L: 4 M: 1 C: -0.0013240271
L: 4 M: 2 C: -0.0082661901
L: 4 M: 3 C: 0.0151958400
L: 4 M: 4 C: 0.0021859077
L: 5 M: -5 C: 0.0040107765
L: 5 M: -4 C: 0.0023012336
L: 5 M: -3 C: 0.0034536663
L: 5 M: -2 C: 0.0000806571
L: 5 M: -1 C: -0.0059481813
L: 5 M: 0 C: 0.0087621026
L: 5 M: 1 C: 0.0099829230
L: 5 M: 2 C: -0.0236639287
L: 5 M: 3 C: -0.0003750176
L: 5 M: 4 C: -0.0042844326
L: 5 M: 5 C: -0.0061330460
L: 6 M: -6 C: -0.0028604513
L: 6 M: -5 C: 0.0044949558
L: 6 M: -4 C: 0.0054616025
L: 6 M: -3 C: 0.0024369601
L: 6 M: -2 C: 0.0075405072
L: 6 M: -1 C: 0.0008441439
L: 6 M: 0 C: 0.0117703313
L: 6 M: 1 C: 0.0064866529
L: 6 M: 2 C: -0.0035672544
L: 6 M: 3 C: 0.0036251489
L: 6 M: 4 C: 0.0035293458
L: 6 M: 5 C: 0.0030853825
L: 6 M: 6 C: 0.0010313033
L: 7 M: -7 C: 0.0011605265
L: 7 M: -6 C: 0.0096831210
L: 7 M: -5 C: 0.0040377439
L: 7 M: -4 C: -0.0025691085
L: 7 M: -3 C: -0.0016521993
L: 7 M: -2 C: 0.0007198188
L: 7 M: -1 C: -0.0059333346
L: 7 M: 0 C: -0.0075161578
L: 7 M: 1 C: 0.0036983672
L: 7 M: 2 C: -0.0037362140
L: 7 M: 3 C: 0.0032171009
L: 7 M: 4 C: 0.0003034658
L: 7 M: 5 C: -0.0008876945
L: 7 M: 6 C: -0.0008314859
L: 7 M: 7 C: -0.0062984093
L: 8 M: -8 C: 0.0082846982
L: 8 M: -7 C: -0.0036838106
L: 8 M: -6 C: -0.0076253628
L: 8 M: -5 C: -0.0043581296
L: 8 M: -4 C: -0.0059970240
L: 8 M: -3 C: -0.0069365180
L: 8 M: -2 C: -0.0003154629
L: 8 M: -1 C: -0.0025266786
L: 8 M: 0 C: 0.0022962855
L: 8 M: 1 C: 0.0096001364
L: 8 M: 2 C: 0.0029068701
L: 8 M: 3 C: 0.0049766772
L: 8 M: 4 C: -0.0005100152
L: 8 M: 5 C: 0.0024765353
L: 8 M: 6 C: 0.0038758239
L: 8 M: 7 C: -0.0071005374
L: 8 M: 8 C: 0.0017222863
L: 9 M: -9 C: 0.0019912149
L: 9 M: -8 C: 0.0019464396
L: 9 M: -7 C: -0.0028081280
L: 9 M: -6 C: -0.0010331899
L: 9 M: -5 C: -0.0036334107
L: 9 M: -4 C: 0.0029874316
L: 9 M: -3 C: -0.0006042579
L: 9 M: -2 C: 0.0079688784
L: 9 M: -1 C: 0.0050170738
L: 9 M: 0 C: -0.0015172379
L: 9 M: 1 C: 0.0007744887
L: 9 M: 2 C: 0.0042957407
L: 9 M: 3 C: -0.0059077996
L: 9 M: 4 C: -0.0057612099
L: 9 M: 5 C: 0.0001364210
L: 9 M: 6 C: 0.0028866667
L: 9 M: 7 C: -0.0003772804
L: 9 M: 8 C: -0.0086026061
L: 9 M: 9 C: 0.0003859449
L: 10 M: -10 C: -0.0067657689
L: 10 M: -9 C: 0.0045089354
L: 10 M: -8 C: 0.0013881791
L: 10 M: -7 C: 0.0007253162
L: 10 M: -6 C: -0.0035433534
L: 10 M: -5 C: 0.0005390263
L: 10 M: -4 C: 0.0041760784
L: 10 M: -3 C: -0.0035489600
L: 10 M: -2 C: 0.0014008452
L: 10 M: -1 C: -0.0021423502
L: 10 M: 0 C: -0.0015487091
L: 10 M: 1 C: -0.0048569604
L: 10 M: 2 C: 0.0007278456
L: 10 M: 3 C: -0.0082488153
